metric,value
mean_ic,-0.010574418026231597
decile_1,-0.0008202789411010392
decile_2,7.438162811417504e-05
decile_3,8.879397389790483e-05
decile_4,9.512752645465976e-05
decile_5,-1.5685214657530222e-05
decile_6,-4.291746096580296e-05
decile_7,-0.00039586076167646213
decile_8,-0.00020752704287923084
decile_9,-0.0003879793959195561
decile_10,-0.0004603825689518028
