metric,value
mean_ic,0.01013544239984737
decile_1,0.000670817104557068
decile_2,0.0008118740404424923
decile_3,-7.652813740075467e-05
decile_4,0.00019486409927233433
decile_5,-0.0005360031285509814
decile_6,-6.755757699527077e-05
decile_7,0.0006922637779616436
decile_8,0.0004467728194424289
decile_9,0.0005751841946855018
decile_10,0.000998545184530039
