date,ticker,score,rank,decile,target_weight,lagged_beta,lagged_adv,execution_return_available
2018-06-25,ANIK,-0.4128480119746162,0.005780346820809248,1,-0.014705882352941176,0.6008082934279125,13700782.486124039,True
2018-06-25,YPF,-0.3976889804032273,0.011560693641618497,1,-0.014705882352941176,0.7228246637381732,27368979.487686157,True
2018-06-25,CPA,-0.35385713436955174,0.017341040462427744,1,-0.014705882352941176,1.0699906863043958,37083511.82395935,True
2018-06-25,AAL,-0.33920289936500647,0.023121387283236993,1,-0.014705882352941176,1.2402522570083423,251432689.1207695,True
2018-06-25,AMG,-0.31416283508180703,0.028901734104046242,1,-0.014705882352941176,1.5538910999940803,82687354.90188599,True
2018-06-25,UCTT,-0.312703602982289,0.03468208092485549,1,-0.014705882352941176,2.340726710893543,18162006.57910347,True
2018-06-25,MKSI,-0.3101195025023016,0.04046242774566474,1,-0.014705882352941176,2.310770481671274,107067506.83498383,True
2018-06-25,DB,-0.3060587394674822,0.046242774566473986,1,-0.014705882352941176,1.0127906430283857,87337650.22226334,True
2018-06-25,JBTM,-0.2952954061084173,0.05202312138728324,1,-0.014705882352941176,1.5681556094470575,20347004.718017578,True
2018-06-25,UNM,-0.2900125396529855,0.057803468208092484,1,-0.014705882352941176,1.1169456656521577,81599453.44778061,True
2018-06-25,ADEA,-0.28368848872984,0.06358381502890173,1,-0.014705882352941176,0.5686225652795619,7308430.667855978,True
2018-06-25,INVA,-0.23026682704512835,0.06936416184971098,1,-0.014705882352941176,1.0573566980729705,14256752.944574356,True
2018-06-25,SNBR,-0.23008032722564303,0.07514450867052024,1,-0.014705882352941176,1.7193080800540688,13429657.704467773,True
2018-06-25,HALO,-0.2113787316266972,0.08092485549132948,1,-0.014705882352941176,1.6222186541615238,13773444.273633957,True
2018-06-25,MMM,-0.21016729992341013,0.08670520231213873,1,-0.014705882352941176,1.64601958539248,519581264.8003647,True
2018-06-25,CSTE,-0.2087953898609135,0.09248554913294797,1,-0.014705882352941176,1.234866534497229,8106976.214346886,True
2018-06-25,LNTH,-0.19873084826729265,0.09826589595375723,1,-0.014705882352941176,0.6202596979961006,7432488.72780323,True
2018-06-25,VAC,-0.19605788491178663,0.10404624277456648,1,-0.014705882352941176,1.1118828215830756,38939481.96266174,True
2018-06-25,RDN,-0.17545380534059282,0.10982658959537572,2,-0.014705882352941176,0.684011694721855,26971199.809975624,True
2018-06-25,FLS,-0.17516850988596078,0.11560693641618497,2,-0.014705882352941176,1.4998209860743714,51450066.59408569,True
2018-06-25,CBIO,-0.1718828340907329,0.12138728323699421,2,-0.014705882352941176,2.341965013599164,11714950.8,True
