metric,value
mean_ic,0.01865825315962457
decile_1,-0.0009060298402572734
decile_2,0.0013928331701092344
decile_3,-0.0005716047142216465
decile_4,0.000493771687411682
decile_5,0.00032295729747684347
decile_6,0.00023414386798684264
decile_7,0.0003229986298653791
decile_8,-0.00016286328160459187
decile_9,0.0005578431871864655
decile_10,0.000345405720311849
