date,ticker,score,rank,decile,target_weight,lagged_beta,lagged_adv,execution_return_available
2018-03-29,LNTH,-2.4573723605380415,0.005988023952095809,1,-0.015151515151515152,,7295604.053163528,True
2018-03-29,KYNB,-2.177665676555146,0.011976047904191617,1,-0.015151515151515152,,31740992.25,True
2018-03-29,UCTT,-2.1599170594641746,0.017964071856287425,1,-0.015151515151515152,,17464248.51612091,True
2018-03-29,RGEN,-2.0474799087116873,0.023952095808383235,1,-0.015151515151515152,,10279653.492565155,True
2018-03-29,ARCB,-2.0329648653974703,0.029940119760479042,1,-0.015151515151515152,,8837628.286914825,True
2018-03-29,CNR,-1.9238268157770182,0.03592814371257485,1,-0.015151515151515152,,15365261.852006912,True
2018-03-29,BKR,-1.7904536101971669,0.041916167664670656,1,-0.015151515151515152,,169364807.8305149,True
2018-03-29,DB,-1.787054119062768,0.04790419161676647,1,-0.015151515151515152,,79594419.80994701,True
2018-03-29,OMCL,-1.7275767886297078,0.05389221556886228,1,-0.015151515151515152,,10611279.566192627,True
2018-03-29,INO,-1.7123681002356814,0.059880239520958084,1,-0.015151515151515152,,5640399.703405952,True
2018-03-29,KKR,-1.663197323325663,0.0658682634730539,1,-0.015151515151515152,,54986432.61991501,True
2018-03-29,CBIO,-1.6577118582216988,0.0718562874251497,1,-0.015151515151515152,,27761125.75,True
2018-03-29,NVRI,-1.6518529518060214,0.07784431137724551,1,-0.015151515151515152,,13272826.341018677,True
2018-03-29,MOS,-1.586031356064272,0.08383233532934131,1,-0.015151515151515152,,122379584.42548752,True
2018-03-29,HALO,-1.5782576490016567,0.08982035928143713,1,-0.015151515151515152,,21078713.809518814,True
2018-03-29,UNM,-1.5774077980685173,0.09580838323353294,1,-0.015151515151515152,,73060119.52003479,True
2018-03-29,MMM,-1.5705164541455992,0.10179640718562874,1,-0.015151515151515152,,608334713.2297738,True
2018-03-29,AMG,-1.5695141700322797,0.10778443113772455,2,-0.015151515151515152,,73690124.70420837,True
2018-03-29,CMCSA,-1.5650031658815307,0.11377245508982035,2,-0.015151515151515152,,1035946462.6971899,True
2018-03-29,APAM,-1.5642439832878594,0.11976047904191617,2,-0.015151515151515152,,10637949.31427002,True
2018-03-29,UA,-1.5501437707368093,0.12574850299401197,2,-0.015151515151515152,,50983571.66224003,True
2018-03-29,TKR,-1.5267983275623338,0.1317365269461078,2,-0.015151515151515152,,38682002.31054305,True
2018-03-29,BRK.B,-1.5020745836836862,0.1377245508982036,2,-0.015151515151515152,,962366463.0316162,True
2018-03-29,BRK.A,-1.4948423241671058,0.1437125748502994,2,-0.015151515151515152,,97560045.0,True
2018-03-29,RUSHA,-1.4903953174003415,0.1497005988023952,2,-0.015151515151515152,,11628117.131080627,True
2018-03-29,CF,-1.4895082886188107,0.15568862275449102,2,-0.015151515151515152,,161226572.92125702,True
2018-03-29,AAL,-1.460760921580398,0.16167664670658682,2,-0.015151515151515152,,214755121.75304413,True
2018-03-29,MOG.A,-1.4393660807746693,0.16766467065868262,2,-0.015151515151515152,,10947593.56414795,True
2018-03-29,WIX,-1.4132735021869387,0.17365269461077845,2,-0.015151515151515152,,45780398.61961365,True
2018-03-29,WLK,-1.4062663466788856,0.17964071856287425,2,-0.015151515151515152,,82783549.55802917,True
2018-03-29,RF,-1.3960942840572472,0.18562874251497005,2,-0.015151515151515152,,206796427.34056473,True
2018-03-29,YPF,-1.3932626277517213,0.19161676646706588,2,-0.015151515151515152,,17494314.907131195,True
2018-03-29,CUBI,-1.3899636628514713,0.19760479041916168,2,-0.015151515151515152,,6123108.825807571,True
2018-03-29,ILMN,-1.378217646201996,0.20359281437125748,2,0.0,,184571339.11345902,True
2018-03-29,ALRM,-1.377797512906749,0.20958083832335328,3,0.0,,18684565.38433075,True
2018-03-29,SLM,-1.3631644049640441,0.2155688622754491,3,0.0,,35083833.150691986,True
2018-03-29,MKSI,-1.346744934386636,0.2215568862275449,3,0.0,,60880235.84163666,True
2018-03-29,ADSK,-1.3356690427377258,0.2275449101796407,3,0.0,,424616955.95256805,True
2018-03-29,BKU,-1.3336515141980885,0.23353293413173654,3,0.0,,39323916.89350128,True
2018-03-29,MEI,-1.323715162862765,0.23952095808383234,3,0.0,,9185926.524543762,True
