metric,value
mean_ic,0.033456351117996046
decile_1,-0.0006656425382754088
decile_2,-6.227810978100887e-05
decile_3,0.0007795638257566388
decile_4,0.00028729154525187887
decile_5,-0.00047793916961407396
decile_6,-0.00016699160054839678
decile_7,-0.0003110687877770655
decile_8,0.000537589556510354
decile_9,0.0006794641356222388
decile_10,-0.00020995514006370497
