metric,value
mean_ic,0.0027262978259030915
decile_1,-0.0007288659058624397
decile_2,0.0004227317920074077
decile_3,5.743376199182009e-05
decile_4,0.0006771406655617683
decile_5,-0.0007348078919015237
decile_6,0.00015760247202966897
decile_7,-0.0007739523890763929
decile_8,0.00037557846048467524
decile_9,0.0005932129514977368
decile_10,0.0002792444961173979
