date,ticker,score,rank,decile,target_weight,lagged_beta,lagged_adv,execution_return_available
2018-03-29,AXON,-5.119456654336015,0.005988023952095809,1,-0.015151515151515152,,52495013.515377045,True
2018-03-29,CASH,-3.0528314206493836,0.011976047904191617,1,-0.015151515151515152,,6504753.829994202,True
2018-03-29,ITGR,-2.9899192376784565,0.017964071856287425,1,-0.015151515151515152,,14613821.810684204,True
2018-03-29,RH,-2.8973920967613402,0.023952095808383235,1,-0.015151515151515152,,109884469.10842896,True
2018-03-29,NVRI,-2.4891212091231703,0.029940119760479042,1,-0.015151515151515152,,13272826.341018677,True
2018-03-29,INVA,-2.3643472751663657,0.03592814371257485,1,-0.015151515151515152,,14436288.219218254,True
2018-03-29,ADSK,-2.342225815845512,0.041916167664670656,1,-0.015151515151515152,,424616955.95256805,True
2018-03-29,CVLG,-2.271103022335677,0.04790419161676647,1,-0.015151515151515152,,7898880.897703171,True
2018-03-29,INO,-2.2069208021424327,0.05389221556886228,1,-0.015151515151515152,,5640399.703405952,True
2018-03-29,POOL,-2.189139104275617,0.059880239520958084,1,-0.015151515151515152,,33171414.669265747,True
2018-03-29,SWKS,-1.2752582829221784,0.0658682634730539,1,-0.015151515151515152,,208489944.75193024,True
2018-03-29,WEX,-1.1777236767604802,0.0718562874251497,1,-0.015151515151515152,,47059458.53981018,True
2018-03-29,AEE,-1.1069668987445465,0.07784431137724551,1,-0.015151515151515152,,86169346.72613144,True
2018-03-29,INTC,-1.0704081875940243,0.08383233532934131,1,-0.015151515151515152,,1689996835.5202484,True
2018-03-29,UA,-0.9665119744634407,0.08982035928143713,1,-0.015151515151515152,,50983571.66224003,True
2018-03-29,PRG,-0.8640918078824807,0.09580838323353294,1,-0.015151515151515152,,32138481.4901659,True
2018-03-29,UVV,-0.7619280196324001,0.10179640718562874,1,-0.015151515151515152,,12440274.48770523,True
2018-03-29,HTLD,-0.6655662624805908,0.10778443113772455,2,-0.015151515151515152,,9537985.205821991,True
2018-03-29,AGO,-0.5633083780331408,0.11377245508982035,2,-0.015151515151515152,,39913120.799064636,True
2018-03-29,BBSI,-0.44530764962923663,0.11976047904191617,2,-0.015151515151515152,,6135383.293609619,True
2018-03-29,BXMT,-0.4442856045956273,0.12574850299401197,2,-0.015151515151515152,,28847848.32836151,True
2018-03-29,NWE,-0.4174232265608928,0.1317365269461078,2,-0.015151515151515152,,31734876.960487366,True
2018-03-29,POR,-0.4130285159228724,0.1377245508982036,2,-0.015151515151515152,,31863953.883018494,True
2018-03-29,CVSA,-0.3944117099208596,0.1437125748502994,2,-0.015151515151515152,,20574901.46413803,True
2018-03-29,ADEA,-0.34502167137111084,0.1497005988023952,2,-0.015151515151515152,,11813675.047884036,True
2018-03-29,LW,-0.3385249138657503,0.15568862275449102,2,-0.015151515151515152,,44252367.28019714,True
2018-03-29,SBRA,-0.3324157254388458,0.16167664670658682,2,-0.015151515151515152,,33197500.52491188,True
2018-03-29,NI,-0.32444530036358854,0.16766467065868262,2,-0.015151515151515152,,108848148.06043625,True
2018-03-29,NSP,-0.3145666713714872,0.17365269461077845,2,-0.015151515151515152,,15128822.35797882,True
2018-03-29,WHR,-0.30255287277339454,0.17964071856287425,2,-0.015151515151515152,,132560371.63764954,True
2018-03-29,CMS,-0.2994290658435299,0.18562874251497005,2,-0.015151515151515152,,136170166.492939,True
2018-03-29,EXC,-0.29059418570626067,0.19161676646706588,2,-0.015151515151515152,,242761887.3506196,True
2018-03-29,AEP,-0.2728108965330311,0.19760479041916168,2,-0.015151515151515152,,222392031.15875244,True
