metric,value
mean_ic,-0.008501428283505728
decile_1,0.00022798794364344214
decile_2,7.039358523833588e-05
decile_3,0.00030003744239201637
decile_4,-3.6407906226137086e-05
decile_5,-0.00040384364015187013
decile_6,0.00018296300199592598
decile_7,-0.00034234642683888855
decile_8,-0.0004033755159317782
decile_9,-0.0003782982793463381
decile_10,-0.0005400715388966599
