metric,value
mean_ic,0.003965111508357771
decile_1,-9.230518807206736e-05
decile_2,0.0006291334525284673
decile_3,0.00025172177099442466
decile_4,0.0002272882924691902
decile_5,0.0004281754752414906
decile_6,0.00022727824019525532
decile_7,0.0002934097012334577
decile_8,0.0006644556163798236
decile_9,0.0004955621300213421
decile_10,0.0003890661110629613
