metric,value
mean_ic,-0.0023683119133195963
decile_1,-0.00039017845488507647
decile_2,-2.018180385672352e-05
decile_3,-6.474243440442633e-05
decile_4,5.696096762806345e-05
decile_5,-9.766542160446534e-05
decile_6,-0.00028895884763005346
decile_7,-0.00014573647715366658
decile_8,9.534923569597978e-06
decile_9,7.682141387868884e-05
decile_10,-0.0006770900481605519
