metric,value
mean_ic,0.011322339396627985
decile_1,-0.0007267990882488418
decile_2,-0.0006574929630034696
decile_3,-0.000483400797650331
decile_4,-0.00010401992416131987
decile_5,-7.0670726333147505e-06
decile_6,9.500299231435492e-05
decile_7,-0.00011925067049206238
decile_8,0.00037132131967883015
decile_9,0.0001367077623298403
decile_10,-0.0005822020001541537
