metric,value
mean_ic,0.01364529085702638
decile_1,0.0014076377260878162
decile_2,0.0012904136850185063
decile_3,0.0012312594467108625
decile_4,0.0007046260317578185
decile_5,0.0012867992111079555
decile_6,0.0008137302893583643
decile_7,0.0012502755079360588
decile_8,0.0016978360026560302
decile_9,0.0016241064887041756
decile_10,0.0015965030391918685
