strategy_id,test_period_start,test_period_end,observations,gross_cumulative_return,net_cumulative_return,annualized_net_return,net_sharpe,annualized_volatility,max_drawdown,average_daily_turnover,annualized_turnover,total_cost_drag,preliminary_oos_start,preliminary_oos_convention,preliminary_oos_net_return,preliminary_oos_sharpe,average_eligible_count,recommendation,research_status,live_allocation_approved,trade_cost_reconciliation_error
QUALITY_PROFITABILITY,2018-01-02,2026-06-08,2119,-0.21948920349856704,-0.2373066152339698,-0.03170299953134603,-0.23609727128092872,0.11054094039547101,-0.32174869956829966,0.021802737140160455,5.494289759320434,0.023100000000000002,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,-0.26648279378890194,-0.9640253592748691,24.54433962264151,REJECT_CANDIDATE,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,3.469446951953614e-18
FUNDAMENTAL_MOMENTUM,2018-01-02,2026-06-08,2119,0.8141591580203498,0.7936364877901807,0.07195145634269773,0.7417604623258547,0.10048014627311738,-0.18614779897651745,0.010728330973729747,2.7035394053798965,0.011366666666666667,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,0.6325607379693321,1.6629006590182995,29.195283018867926,KEEP_CANDIDATE,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,0.0
CAPEX_EFFICIENCY,2018-01-02,2026-06-08,2119,0.2935362772171095,0.27217024562959136,0.029041618157069404,0.3762862584892585,0.08587827094950089,-0.2648499664560783,0.015730690577316346,3.964134025483719,0.016666666666666666,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,0.26159065995164377,1.0121724595658321,29.704716981132076,REVIEW,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,3.469446951953614e-18
EARNINGS_QUALITY,2018-01-02,2026-06-08,2119,0.7099943021034101,0.6801558742855671,0.06365179539854693,0.6952097695117707,0.09529782974884758,-0.1618748872956226,0.01659587855906874,4.182161396885323,0.017583333333333333,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,0.5365534559649454,1.591192153808242,29.704716981132076,KEEP_CANDIDATE,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,0.0
VALUE_QUALITY,2018-01-02,2026-06-08,2119,-0.21585111791712053,-0.23439158099246726,-0.031263618055287545,-0.30507620466352586,0.09063727937121081,-0.28441876877637573,0.022573540978448953,5.6885323265691365,0.023916666666666666,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,0.01844638037146895,0.12044847647270088,29.704716981132076,REVIEW,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,6.938893903907228e-18
PROFITABLE_SMALL_CAP,2018-01-02,2026-06-08,2119,0.32468109344461205,0.30143766617578804,0.03182889953657786,0.37316339538183535,0.09643378043800092,-0.26073984035510556,0.016705993393109957,4.209910335063709,0.0177,2023-11-22,Chronological 70/30 split; PRELIMINARY_OOS,0.10292588309108397,0.45644957323409246,28.04433962264151,REVIEW,CURRENT_LISTED_DIAGNOSTIC | SURVIVORSHIP_BIAS_PRESENT | RESEARCH_CANDIDATE,False,3.469446951953614e-18
