metric,value
mean_ic,0.013574109017439655
decile_1,-0.00019409494626847868
decile_2,0.0012611003470275337
decile_3,-0.00034328068705150494
decile_4,1.0737805091031935e-05
decile_5,0.0008465996802216354
decile_6,0.0009941230708343384
decile_7,0.0003299345340957378
decile_8,0.0003902467154099081
decile_9,0.00017020332112415018
decile_10,0.00028250920653649013
